NAME,CATEGORY,SUBCATEGORY,LON,LAT,
Britco,LANDUSE,INDUSTRIAL,-122.62332969837168,49.129109733988756,
St. Paul's United Church,RELIGIOUS,CHRISTIAN,-120.50932355000002,49.4591171,
New Hope Christian Fellowship,RELIGIOUS,CHRISTIAN,-120.50910295,49.45868040000001,
Princeton Volunteer Fire Brigade,PUBLICSERVICE,FIRESTATION,-120.50977176630774,49.458370145043496,
Dairy Queen,EAT/DRINK,FASTFOOD,-120.50744895579183,49.4574938301823,
Veterans Cemetery,LANDUSE,CEMETERY,-123.41308630065942,48.441481751711095,
Princeton Branch Library,PUBLICSERVICE,LIBRARY,-120.50850466070882,49.460093781163586,
Milner Feed & Pet Supply,SHOP,DEPARTMENTSTORE,-122.6246586781683,49.12759090136443,
Christ Covenant Church,RELIGIOUS,CHRISTIAN,-122.62257598375263,49.12704604564608,
No Wall Hall,TOURISM,SHELTER,-123.316735651398,49.415489273580555,
Canada's Best Value Inn Langley-Vancouver,ACCOMMODATION,HOTEL,-122.62666217070858,49.12436657693718,
Amiskwi Lodge,ACCOMMODATION,ALPINEHUT,-116.67056715,51.61798865000001,
Mistaya Lodge,ACCOMMODATION,ALPINEHUT,-116.63520756926944,51.69953819486764,
Living Water Community Church,RELIGIOUS,CHRISTIAN,-120.50519968373347,49.46093810275906,
Chatter Creek Lodge,ACCOMMODATION,ALPINEHUT,-117.6012913273098,51.85876911764334,
Kingdom Hall of Jehovah's Witnesses,RELIGIOUS,CHRISTIAN,-120.52642164897414,49.45317204651924,
Revelstoke Snowmobile Club,ACCOMMODATION,CARAVAN,-118.23541148513337,51.0253492897068,
Bastion Elementary,EDUCATION,SCHOOL,-119.25770060228352,50.70981460501964,
Smuggler's Cove,EAT/DRINK,PUB,-123.29654032770515,48.46099440343919,
Kingsway East School,EDUCATION,SCHOOL,-122.9660361248103,49.21747359682209,
Smiling Creek Elementary,EDUCATION,SCHOOL,-122.75048663386053,49.29751901416781,
Hamilton Hobby Farm,TOURISM,ATTRACTION,-124.44822716979095,49.304036086561744,
Golden Golf Club RV Park,ACCOMMODATION,CARAVAN,-117.00843880439606,51.33178999117098,
Family Ford LTD,SHOP,CAR,-124.29965849155116,49.3178901150218,
The Lakeside Resort,ACCOMMODATION,CARAVAN,-119.54150646028211,49.193137842535236,
Nk'Mip Canyon Desert Golf Course,SPORT,GOLF,-119.53061707218882,49.19683196164752,
Okanagan Correctional Centre,PUBLICSERVICE,PRISON,-119.53448419577265,49.22518994114559,
EZ Campground,ACCOMMODATION,CARAVAN,-119.53813108630996,49.23246373898703,
Gulf,AUTOMOTIVE,FUEL,-119.5305490188472,49.235756791540844,
Horseshoe Trail Park,SPORT,PLAYGROUND,-122.56068620199329,49.21467210453161,
Gilker Hill Playground,SPORT,PLAYGROUND,-122.57128311884036,49.20511363647754,
Cell Phone Waiting Area,AUTOMOTIVE,PARKING,-123.16714294942366,49.194184499121135,
Lac Des Roches Resort & Italian Restaurant,EAT/DRINK,RESTAURANT,-120.6343019773251,51.5014095401485,
Cross River Wilderness Centre,ACCOMMODATION,HOTEL,-115.78611464042089,50.620409330260486,
Traveland RV Storage Lot,AUTOMOTIVE,PARKING,-122.6580525622739,49.11436740972585,
Linden Tree Place,PUBLICSERVICE,SOCIALCARE,-123.15794371458149,49.264595062445906,
Red Oak Place,PUBLICSERVICE,SOCIALCARE,-123.15807127950542,49.26591222536963,
Moloch Chalet,ACCOMMODATION,ALPINEHUT,-117.91293953137118,51.30519190129207,
Durrand Glacier Chalet,ACCOMMODATION,ALPINEHUT,-117.98036188638761,51.26805453929957,
Arrowview Elementary School Playground,SPORT,PLAYGROUND,-124.4012486744321,49.3480170279517,
Cedarview Community Church,RELIGIOUS,CHRISTIAN,-132.1877726291758,53.685909235436796,
Off leash dog park,LANDUSE,PARK,-122.7875468559256,49.281711489614025,
Langley Township Fire Hall 8,PUBLICSERVICE,FIRESTATION,-122.64580161037823,49.17661244819892,
West Vancouver Fire Hall 1 (Ambleside),PUBLICSERVICE,FIRESTATION,-123.15855802130127,49.331311833301974,
RBC,BUSINESS,BANK,-123.81741979141155,48.99355355101853,
Charros Community Garden,LANDUSE,PARK,-123.07514892116953,49.310698883012705,
Hummingbird Place,PUBLICSERVICE,SOCIALCARE,-123.11206469447146,49.26951874018515,
Original Farm,SHOP,DEPARTMENTSTORE,-123.33434543996788,48.44448960452575,
Township Coffee,EAT/DRINK,CAFE,-123.32148136866861,48.48265845802924,
Diana Lake Lodge,ACCOMMODATION,ALPINEHUT,-116.23499885000003,50.8976026,
Ralph Lake,AUTOMOTIVE,PARKING,-115.52903035000001,50.6565025,
Vowell Glacier,TOURISM,GLACIER,-116.80384046375988,50.74793716432858,
Hyde Creek Volunteer Fire Department,PUBLICSERVICE,FIRESTATION,-127.01047615081552,50.572741024465124,
Empire Lake Chalet,ACCOMMODATION,ALPINEHUT,-117.92055935,51.27512550000001,
Memorial Park Comfort Station,PUBLICSERVICE,TOILETS,-122.80555798504665,49.02114768856968,
Nisga'a Elementary Secondary School,EDUCATION,SCHOOL,-129.0731122663247,55.205204114048925,
Gitlaxt'aamiks Recreation Centre,TOURISM,EVENTVENUE,-129.0694122791327,55.19789369487014,
Shoal Centre,TOURISM,EVENTVENUE,-123.40299314221508,48.65435591950084,
Aviation Way Dog Park,LANDUSE,PARK,-120.42622111960395,50.701619251969674,
Fox and Hounds,EAT/DRINK,PUB,-123.81734355906366,48.99421751873423,
Phibbs Exchange,TRANSPORT,BUSSTOP,-123.02882035867968,49.30548195378611,
Carvolth Exchange,TRANSPORT,BUSSTOP,-122.66038996254646,49.16027433392764,
Dried Flower Arrangers' Garden,LANDUSE,PARK,-123.13174367351141,49.240757058407915,
Heather Garden,LANDUSE,PARK,-123.13129244211314,49.23958216223936,
Lathhouse,TOURISM,SHELTER,-123.13138671963962,49.238557290296214,
Stone Garden,LANDUSE,PARK,-123.13585763918302,49.239309721275426,
Alma VanDusen Garden,LANDUSE,PARK,-123.13730053519872,49.23849191689741,
Canadian Medicinal Garden,LANDUSE,PARK,-123.13654212282766,49.238225159582264,
Heritage Orchard,LANDUSE,SCRUB,-123.13648970403395,49.23843235228779,
Meditation Garden,LANDUSE,PARK,-123.13486092256657,49.238594943419464,
Japanese Collection,LANDUSE,PARK,-123.13434681267523,49.238149603979245,
evergreen azealeas,LANDUSE,PARK,-123.13419331678172,49.238524436072,
tree peonies,LANDUSE,PARK,-123.13393416156828,49.2387248733895,
Visscher Lumber,LANDUSE,INDUSTRIAL,-122.00784895010972,49.12087143299372,
Formal Rose Garden,LANDUSE,PARK,-123.13070883336947,49.23886986670939,
perennials,LANDUSE,PARK,-123.13135374817014,49.23907625723533,
Loderi Rhododendrons,LANDUSE,PARK,-123.13088661466773,49.23838338263915,
witchhazels,LANDUSE,PARK,-123.13334693553792,49.23819363753514,
RONA Dawson-Brill Lumber Co. Ltd,SHOP,DIY,-122.54544289036393,49.03009747532257,
Staples,SHOP,COPYSHOP,-123.12192651017261,49.32351300408428,
Elko/Lionel P. Demers Memorial Airpark Airport,TRANSPORT,AIRPORT,-115.15772369190431,49.285276686496985,
Construction Laydown Yard,LANDUSE,INDUSTRIAL,-128.57908036133063,54.05811515785955,
Best Western Plus Pitt Meadows Inn & Suites,ACCOMMODATION,HOTEL,-122.68777387794394,49.2310052659141,
Quintette Plant & Coal Loadout,LANDUSE,INDUSTRIAL,-120.99336645205798,54.996457483996096,
Great Northern SnowCat Skiing,ACCOMMODATION,HOTEL,-117.56505737075217,50.663617141791356,
49th Parallel Printers,SHOP,COPYSHOP,-123.82236577536413,48.996315862839516,
Bullmoose Coal Loadout,LANDUSE,INDUSTRIAL,-121.08118273650152,55.138960660971065,
Wolverine Plant & Coal Loadout,LANDUSE,INDUSTRIAL,-121.25627847017883,55.06044968076912,
vegetable garden,LANDUSE,PARK,-123.13663900525633,49.23856093182689,
Trend-Roman Plant,LANDUSE,INDUSTRIAL,-120.95903670876874,54.9018280772711,
Ladysmith and District Credit Union,BUSINESS,BANK,-123.81634637572549,48.99213442326186,
Quasar (CNRL Thunder Camp) Airfield,TRANSPORT,AIRPORT,-120.64869157992062,54.883547956311105,
Caprice Theatre,TOURISM,CINEMA,-123.70638608768617,48.77918302102379,
Cowichan Valley Museum,TOURISM,MUSEUM,-123.70680965000001,48.77794965000001,
Westhills Stadium,SPORT,STADIUM,-123.52368766512133,48.44310168919985,
Melt,EAT/DRINK,FASTFOOD,-123.36907400520016,48.4363924714347,
Fishbowl Cafe,EAT/DRINK,CAFE,-123.71773723078933,48.785191709970825,
49th Parallel Grocery,SHOP,SUPERMARKET,-123.7171316244809,48.78522155622146,
Adage Studio,TOURISM,NIGHTCLUB,-123.71656508604632,48.78500659171526,
Cowichan Valley Open Learning Co-Op,EDUCATION,SCHOOL,-123.71642729106465,48.786320648553534,
MacKirdy Building,EDUCATION,SCHOOL,-123.71663240704439,48.78588146666943,
Nagle Street Early Learning Program,EDUCATION,SCHOOL,-123.7163224864826,48.78584258125209,
Service BC Centre Duncan,PUBLICSERVICE,GOVERNMENT,-123.706708688415,48.7807791130744,
Uncle Albert's Furniture,SHOP,FURNITURE,-123.70877005719936,48.78194995383799,
Child & Family Services Office for Duncan,PUBLICSERVICE,GOVERNMENT,-123.70981046731467,48.78419279198986,
Holiday House Seaview Motel,ACCOMMODATION,MOTEL,-123.81693507557218,48.9944056574127,
FreshCo,SHOP,SUPERMARKET,-122.13969015000002,52.12743455000001,
RCMP,PUBLICSERVICE,POLICE,-119.48948223974378,49.89402193585659,
Croteau Lake Group Campsite,ACCOMMODATION,CAMPING,-125.31835348960831,49.70338453130638,
R.E. Mountain Secondary School,EDUCATION,SCHOOL,-122.662801402491,49.14156731450996,
Native Education College,EDUCATION,COLLEGE,-123.09944956851103,49.266642934880245,
Riders Liquor Store,SHOP,ALCOHOL,-122.64788270552047,49.077113422736225,
McLaren Vancouver,SHOP,CAR,-123.14361151712902,49.269978857459286,
Weissach Vancouver,SHOP,CAR,-123.14467266841386,49.26999972180148,
Bentley Vancouver,SHOP,CAR,-123.14514285585369,49.269932168416275,
Aston Martin Vancouver,SHOP,CAR,-123.14513653199784,49.27013549722087,
Lamborghini Vancouver,SHOP,CAR,-123.14349388028207,49.26952700213448,
Audi Downtown Vancouver,SHOP,CAR,-123.14519432283628,49.26956305100704,
Lotus Vancouver,SHOP,CAR,-123.14049398110933,49.26855091653694,
Granville Island Auto Centre,SHOP,CAR,-123.14015701890054,49.26815092459549,
Rolls-Royce Motor Cars Vancouver,SHOP,CAR,-123.14598057530424,49.26742438833489,
Mount Sir Donald Campground,ACCOMMODATION,CAMPING,-117.55049968169988,51.26129438815978,
Loop Brook Campground,ACCOMMODATION,CAMPING,-117.53808026297334,51.25731749446168,
Sir Donald Backcountry,ACCOMMODATION,CAMPING,-117.44911477698037,51.26412109843891,
Eva Lake,ACCOMMODATION,CAMPING,-118.1110920711449,51.08125778040098,
Hermit Campground,ACCOMMODATION,CAMPING,-117.5312511787028,51.3308640183678,
22nd Street Station,TRANSPORT,BUSSTOP,-122.94901397335772,49.19997757306028,
Capilano University Exchange,TRANSPORT,BUSSTOP,-123.01870195563176,49.319239306234046,
Edmonds Station,TRANSPORT,BUSSTOP,-122.95851709324894,49.21212446635399,
29th Avenue Station,TRANSPORT,BUSSTOP,-123.04522755829687,49.244351768955134,
Scott Road Station,TRANSPORT,BUSSTOP,-122.87511129903305,49.20426008914971,
Port Coquitlam Station,TRANSPORT,BUSSTOP,-122.77399972411749,49.261044651558485,
Burquitlam Station,TRANSPORT,BUSSTOP,-122.88996605284784,49.26127578040366,
SFU Transportation Centre,TRANSPORT,BUSSTOP,-122.92013656879959,49.27983511748379,
Sperling-Burnaby Lake Station,TRANSPORT,BUSSTOP,-122.96400334615815,49.25879341734886,
Stanley Park Loop,TRANSPORT,BUSSTOP,-123.13388474413847,49.30052382265397,
Bridgeport Station,TRANSPORT,BUSSTOP,-123.12646189525687,49.19530498494669,
Amazing Grace United Church,RELIGIOUS,CHRISTIAN,-122.86951948358872,49.187706170325924,
Moody Centre Station,TRANSPORT,BUSSTOP,-122.84660202111426,49.27776775197046,
Braid Station,TRANSPORT,BUSSTOP,-122.88283064607306,49.23298136490383,
Applewood Mitsubishi,SHOP,CAR,-123.0766565733037,49.17108466184838,
Overflow,AUTOMOTIVE,PARKING,-119.56617004616649,52.06363134286525,
Golden Airport,TRANSPORT,AIRPORT,-116.98271846951491,51.29945558624149,
Seymour Creek Golf Centre Mini-Putt,SPORT,GOLF,-123.02509841170362,49.306889996477075,
Slo-Pitch Field,SPORT,STADIUM,-120.29112670895029,50.82961325730471,
Slo-Pitch Field,SPORT,STADIUM,-120.290489495301,50.830438179561106,
Slo-Pitch Field,SPORT,STADIUM,-120.28914352973243,50.830007640832555,
Slo-Pitch Field,SPORT,STADIUM,-120.28984459671912,50.82918017720463,
Slo-Pitch Field,SPORT,STADIUM,-120.29195444324355,50.828634399793145,
Slo-Pitch Field,SPORT,STADIUM,-120.2926935278765,50.827726449146866,
Slo-Pitch Field,SPORT,STADIUM,-120.2921623024338,50.826324033595554,
Slo-Pitch Field,SPORT,STADIUM,-120.2928472568681,50.82550009482482,
Slo-Pitch Field,SPORT,STADIUM,-120.2934758335305,50.82673913258628,
Slo-Pitch Field,SPORT,STADIUM,-120.29412665654384,50.82592034774659,
Korean Baptist Church of Vancouver,RELIGIOUS,CHRISTIAN,-122.97058278592534,49.27491183116407,
Giscome Elementary & East Line Recreational Centre,EDUCATION,SCHOOL,-122.36687418858033,54.07028497020829,
Willow River General Store,SHOP,CONVENIENCE,-122.4736835,54.073271,
Silverthorne Elementary School,EDUCATION,SCHOOL,-126.64515224319855,54.39788097101249,
Brucejack Mine,LANDUSE,INDUSTRIAL,-130.1857050496362,56.46634243859256,
Dog Off Leash Area,LANDUSE,PARK,-122.82654897873415,49.19752444431115,
Gilmour Glacier,TOURISM,GLACIER,-119.5928924057197,52.83871677646458,
Staples,SHOP,COPYSHOP,-124.05060881012845,49.23354479584646,
Staples,SHOP,COPYSHOP,-122.76084321520457,53.91031079132407,
Staples,SHOP,COPYSHOP,-122.3246451296044,49.0498539842057,
Silvertip Lodge,ACCOMMODATION,HOTEL,-120.37628610601973,52.61869907024779,
Sheslay Airfield,TRANSPORT,AIRPORT,-131.78334876589398,58.25875436905437,
RG1,LANDUSE,INDUSTRIAL,-122.67270814153213,54.5001632958815,
RG2,LANDUSE,INDUSTRIAL,-122.67256019268407,54.500469878542866,
RG3,LANDUSE,INDUSTRIAL,-122.67319981553756,54.49929410088738,
RG4,LANDUSE,INDUSTRIAL,-122.6738499274253,54.49899503079975,
RG5,LANDUSE,INDUSTRIAL,-122.67159006265722,54.499197247889555,
RG6,LANDUSE,INDUSTRIAL,-122.67198908471678,54.49776614552656,
RG7,LANDUSE,INDUSTRIAL,-122.66959061965768,54.49737000610049,
RG8,LANDUSE,INDUSTRIAL,-122.67001542257648,54.49707504726069,
RG9,LANDUSE,INDUSTRIAL,-122.66950263722744,54.49703827107872,
RG10,LANDUSE,INDUSTRIAL,-122.66880523339816,54.49656294487595,
RG11,LANDUSE,INDUSTRIAL,-122.6694947189222,54.496347450998336,
Pineview Lower,AUTOMOTIVE,PARKING,-120.40745323233057,50.65648406229075,
Southside Community Church,RELIGIOUS,CHRISTIAN,-122.87222833708422,49.18409657866488,
Bronson Creek,TRANSPORT,AIRPORT,-131.08618531096474,56.68043391249197,
Northwest Community College,EDUCATION,COLLEGE,-128.63373062179505,54.52708842291691,
Island Training Centre,SPORT,LEISURECENTER,-123.5452798024402,48.45617014239085,
Canadian Tire,SHOP,DIY,-123.41840779363153,48.66079930509759,
Surge Narrows,PUBLICSERVICE,POSTOFFICE,-125.1119472820192,50.22700334886065,
Terraceview Lodge,HEALTH,HOSPITAL,-128.59379957356782,54.53284057306376,
Mills Memorial Hospital,HEALTH,HOSPITAL,-128.59620273453416,54.510354779845315,
Bear Creek Market,SHOP,CONVENIENCE,-122.83413428669392,49.162433222270984,
Lions Bay General Store & Café,EAT/DRINK,CAFE,-123.23618600000002,49.45982320000001,
Queen Margaret's School Gym,EDUCATION,SCHOOL,-123.72018608703662,48.7843554126917,
Residence,EDUCATION,SCHOOL,-123.72069662293197,48.784407497348866,
Junior School,EDUCATION,SCHOOL,-123.72085786933945,48.785148714518954,
Administration Building/Cafeteria,EDUCATION,SCHOOL,-123.71967988591516,48.78500741108992,
Cedar Walk Presentation and Sales Centre,BUSINESS,REALESTATE,-123.23620950369839,49.264276188346216,
Asian Garden,EAT/DRINK,RESTAURANT,-124.81146508208789,49.25743415347754,
Sk'aadgaa Naay Elementary School,EDUCATION,SCHOOL,-131.9747003758082,53.281009441329964,
Kingdom Hall of Jehovah's Witnesses,RELIGIOUS,CHRISTIAN,-119.5845702365936,49.47564628762707,
Glanford Greenhouses,LANDUSE,GRASS,-123.38836979926816,48.4657311853861,
Delview Off Leash Dog Park,LANDUSE,PARK,-122.90031643655502,49.168045994258605,
Tennis Court,SPORT,TENNIS,-123.1227179263794,49.16311266546458,
Queen Charlotte Visitor Centre,TOURISM,INFORMATION,-132.0698815863213,53.25358627936963,
Strawberry Hill Hall,TOURISM,EVENTVENUE,-122.88594925000002,49.139236150000016,
Guru Nanak Niwas PICS Seniors Housing,PUBLICSERVICE,SOCIALCARE,-122.88787508190559,49.14058308463925,
Chatham Channel Lodge,ACCOMMODATION,HOSTEL,-126.25746247767827,50.59113592491314,
Haida House at Tllaal,ACCOMMODATION,HOTEL,-131.9363952475438,53.598919335476346,
Starlight Drive In,TOURISM,CINEMA,-119.13925471007026,50.52247561169642,
Juniper West Dog Park,LANDUSE,PARK,-120.27966992328895,50.66186674810446,
Airport Station,TRANSPORT,BUSSTOP,-123.14170071787703,49.19175803170241,
Port Clements,PUBLICSERVICE,POSTOFFICE,-132.18446515,53.687362799999995,
Border RV Park,ACCOMMODATION,CARAVAN,-122.76730172208208,49.025085342679944,
Balfour Golf Course,SPORT,GOLF,-116.95834150628112,49.630966143056355,
Meadow Creek Golf Club,SPORT,GOLF,-120.79592422750298,50.495173506415824,
Kettle Valley Golf Club,SPORT,GOLF,-118.88839811185657,49.04284606070736,
St. Andrews By-The-Lake,SPORT,GOLF,-119.63353530976235,49.3391213692451,
Champion Lakes Golf Course,SPORT,GOLF,-117.52021487635884,49.15866271579202,
Slocan Lake Golf Course,SPORT,GOLF,-117.38533049641957,50.01196099983701,
Edgewater Hilltop Par 3,SPORT,GOLF,-116.13379447379256,50.70895828254867,
Club Shuswap Golf,SPORT,GOLF,-119.23242761987188,50.743641716977436,
Salmo Golf Club,SPORT,GOLF,-117.2606535643887,49.16452706756406,
St. Eugene Golf Course,SPORT,GOLF,-115.7682817447026,49.582744785552265,
StructureCraft,LANDUSE,INDUSTRIAL,-122.35111376281904,49.037117425150264,
City of Langley Operations Center,LANDUSE,INDUSTRIAL,-122.67408105727728,49.10596628645134,
Calvary Pentecostal Tabernacle,RELIGIOUS,CHRISTIAN,-122.85620771331767,49.13347662440482,
WashWorld,AUTOMOTIVE,CARWASH,-122.8560746629596,49.134081256835,
A&W,EAT/DRINK,FASTFOOD,-122.73739763467016,49.2533017428216,
Gabriola Medical Clinic,HEALTH,HOSPITAL,-123.83601403454595,49.17832866823588,
Diamond #4,SPORT,BASEBALL,-123.40813893374508,48.49072763331377,
Cowichan Wheels Wildlife Observation Platform,TOURISM,TOWER,-123.70975059327132,48.789714335389284,
Carey Adams Field,SPORT,BASEBALL,-123.73538829158153,48.79603662578627,
Caldwell Field,SPORT,BASEBALL,-123.73391000354071,48.79899110412167,
Preston Bruce Field,SPORT,BASEBALL,-123.73363005200298,48.79767143185461,
Bucky Kennett Field,SPORT,BASEBALL,-123.73522811634501,48.797356311992765,
Kelly Nugent Field,SPORT,BASEBALL,-123.73330027731257,48.79638796019081,
Michelle Yano Field,SPORT,BASEBALL,-123.73402347766375,48.79688327853119,
Wally Thorne Field,SPORT,BASEBALL,-123.73460590351888,48.79632076901476,
Glen Harper Curling Centre,SPORT,LEISURECENTER,-123.7312273487985,48.792480953064526,
Keserich Field,SPORT,SOCCER,-123.73530439999999,48.7931931,
Martin Field,SPORT,SOCCER,-123.73521150000003,48.79258440000002,
Williams Field,SPORT,SOCCER,-123.73277812059202,48.79265696210726,
North Delta Center for the Arts,TOURISM,EVENTVENUE,-122.90531408685518,49.15669472440111,
Mesachie Lake School,EDUCATION,SCHOOL,-124.05957470000001,48.822616300000014,
The Bell Tower School,EDUCATION,SCHOOL,-124.05993889839435,48.82279092088972,
Vancouver Island Regional Library - Cowichan Lake Branch,PUBLICSERVICE,LIBRARY,-124.05677745786043,48.82466419460307,
Apollos Field,SPORT,BASEBALL,-124.06132629515238,48.82004521507939,
Dawn Coe-Jones Field,SPORT,BASEBALL,-124.06135587789151,48.81926434220865,
Centennial Hall,TOURISM,EVENTVENUE,-124.06224038432208,48.81826565676389,
West Langley School,EDUCATION,SCHOOL,-122.63629398718587,49.174302679834476,
Township of Langley Firehall No. 5 - Brookswood,PUBLICSERVICE,FIRESTATION,-122.65941687569403,49.06073217719438,
United Church of Chemainus,RELIGIOUS,CHRISTIAN,-123.71895528664511,48.92377001254123,
Vancouver Island Regional Library - Chemainus Branch,PUBLICSERVICE,LIBRARY,-123.71847498759122,48.923257086108116,
Scoops by the Sea,EAT/DRINK,ICECREAM,-123.71714671749145,48.92292989536458,
Subway,EAT/DRINK,FASTFOOD,-123.71818563666399,48.921973155326654,
Saint Michael & All Angels Anglican Church,RELIGIOUS,CHRISTIAN,-123.71672519420534,48.92208765365233,
Pacific Shores Inn,ACCOMMODATION,HOTEL,-123.71879178331825,48.92492161427191,
Chemainus Medical Clinic,HEALTH,CLINIC,-123.71623657589785,48.92633027489194,
Mesachie Lake Skydome,SPORT,BASEBALL,-124.12529502540633,48.8091572453224,
River's Edge Memorial Garden,LANDUSE,CEMETERY,-124.045981217445,48.82871142541622,
Church of St. Ann,RELIGIOUS,CHRISTIAN,-121.5827999005003,50.23124323322481,
St Barnabas,RELIGIOUS,CHRISTIAN,-121.58091848390882,50.23363037689176,
Burnaby Chinese Evangelical Free Church,RELIGIOUS,CHRISTIAN,-122.97446829432486,49.21450512713698,
Cold Fish Lake Camp,ACCOMMODATION,CAMPING,-128.8456477642118,57.700854283431006,
Friendship Garden,TOURISM,MEMORIAL,-123.05207889874536,49.087964420905415,
Wickertree,SHOP,FURNITURE,-123.65193944456865,48.738977336557205,
Duncan Lions Club Spray Park,SPORT,PLAYGROUND,-123.71348574765257,48.78167798046158,
Crofton Old School Museum,TOURISM,MUSEUM,-123.64007731642562,48.86494409791158,
Coopers' Park - Dog Off-leash Area,LANDUSE,PARK,-123.11319389537174,49.273476017411944,
Saltair Community Centre,TOURISM,EVENTVENUE,-123.76684445328333,48.957604248436944,
Squamish Youth Centre,TOURISM,EVENTVENUE,-123.15104603261472,49.70792513375254,
Davidson Road Elementary,EDUCATION,SCHOOL,-119.42781475763256,50.04918687739752,
Gold River Chalet,ACCOMMODATION,MOTEL,-126.05025639966772,49.77777549805005,
Gold River Health Centre,HEALTH,CLINIC,-126.05131574784032,49.78074769454152,
Gold River Village Square,SHOP,RETAIL,-126.05109083830868,49.77967320503888,
Ladner Reach Marina,SPORT,MARINA,-123.11405868832777,49.08505970573794,
Crawford State Park,AUTOMOTIVE,PARKING,-117.37069997481619,48.99516383995213,
Sopron Gate,TOURISM,MONUMENT,-123.24846092588736,49.259897453294265,
Port Edward,PUBLICSERVICE,POSTOFFICE,-130.29208212731618,54.22813104377011,
Kinnikinnick Campground & RV Park,ACCOMMODATION,CAMPING,-130.28969581639168,54.22904257602255,
Thompson Valley RC Race Club,SPORT,LEISURECENTER,-120.26158435034817,50.67083473953883,
Highland Park Elementary,EDUCATION,SCHOOL,-119.2012149890702,50.4495044193055,
A&W,EAT/DRINK,FASTFOOD,-123.06304613622397,49.281369487751604,
University Services Building,EDUCATION,UNIVERSITY,-123.10118531439377,49.738762520351344,
Easthill Recreation Centre,SPORT,SWIMMING,-122.86927755036629,49.2828574971146,
Maple Ridge Fire Hall No. 1 (Haney),PUBLICSERVICE,FIRESTATION,-122.59333671885256,49.220869254057355,
Maple Ridge Volunteer Fire Department Hall No. 2 (Whonnock),PUBLICSERVICE,FIRESTATION,-122.45878086335198,49.20592036972577,
Lake Trail Guesthouse,ACCOMMODATION,GUESTHOUSE,-125.08980380000001,49.65848955,
Cumberland Skatepark,SPORT,SKATING,-125.02147553972424,49.61735349989065,
Watson Road Elementary,EDUCATION,SCHOOL,-119.4494040122258,49.91260780684288,
Walker Island Playground,SPORT,PLAYGROUND,-126.63032295546097,52.384491764133294,
MacInnes Family Field,SPORT,STADIUM,-123.24901667856483,49.26673628630445,
MacInnes Field Parkade,AUTOMOTIVE,PARKING,-123.24901686926646,49.266727968660234,
Tata Communications Earth Station,LANDUSE,INDUSTRIAL,-124.07492952797399,48.84302568011359,
Southwest Synthetic Field,SPORT,SOCCER,-122.665383016262,49.142234550287604,
Lip'alhayc,EDUCATION,COLLEGE,-126.74519795569594,52.37145555737437,
Bear Creek Elementary School,EDUCATION,SCHOOL,-122.8404812637619,49.14731570489611,
Camp Gilwell,ACCOMMODATION,CAMPING,-125.07431851274545,49.6926056904713,
Saanich Peninsula Hospital,HEALTH,HOSPITAL,-123.40968637377453,48.596380057613246,
Peninsula Health Unit,HEALTH,CLINIC,-123.4086809653215,48.59464724971493,
Sandy's Consessions,EAT/DRINK,FASTFOOD,-123.07469107612381,49.08435310256285,
South Cowichan Storage,SHOP,DEPARTMENTSTORE,-123.59714669667329,48.70068515167668,
Cobble Hill Fire Base,PUBLICSERVICE,FIRESTATION,-123.59215267798704,48.6998354563493,
Silver Lake Provinical Campground,ACCOMMODATION,CAMPING,-121.41914140604695,49.31624780175741,
Gordon & Emma Stuart Memorial Building,TOURISM,EVENTVENUE,-128.03092422147583,50.512537701118596,
Flower Tunnels,LANDUSE,GRASS,-123.23868124023474,49.25101497614662,
Kwadacha Community Store,SHOP,CONVENIENCE,-125.63388707969087,57.42417184347615,
Dease River First Nation Store,SHOP,CONVENIENCE,-129.28986936703043,59.295304901900415,
Saint Ann's Schoolhouse,TOURISM,MUSEUM,-123.36691199902263,48.419382639501904,
Wawadiťła, The Mungo Martin House,TOURISM,ATTRACTION,-123.36672677216077,48.41998280757879,
Ralph's Radio,SHOP,CARREPAIR,-123.07377397661217,49.27639412323621,
Balfour Superette,SHOP,CONVENIENCE,-116.9620608917609,49.62499428571824,
All City Storage,SHOP,DEPARTMENTSTORE,-123.08595528194361,49.283161896559726,
Belcarra Firehall,PUBLICSERVICE,FIRESTATION,-122.91375570498487,49.314188786285236,
Tall Timber Golf Course,SPORT,GOLF,-122.57601514726144,49.107431430086564,
Hallelujah Point Monument,TOURISM,MONUMENT,-123.11974509681288,49.29829352031918,
SunBeach Store,SHOP,CLOTHES,-119.35011111541355,50.943352030229164,
Funkerbellies,EAT/DRINK,CAFE,-119.3502398920355,50.94338322119622,
Merritt Sikh Temple,RELIGIOUS,SIKH,-120.78974694470676,50.11476146371652,
BMO Coastal Soccer Centre,SPORT,SOCCER,-122.81389297516361,49.043754558458716,
Bert Edwards,SPORT,BASKETBALL,-120.36016152307208,50.70853962465383,
George Hillard,SPORT,BASKETBALL,-120.38712941822185,50.707510706802665,
Brock Middle School,SPORT,BASKETBALL,-120.40145522116673,50.704287774993894,
Westside,SPORT,BASKETBALL,-120.3488231,50.767530150000006,
Heffley Creek,SPORT,BASKETBALL,-120.26609967204115,50.85933272561306,
KCS,SPORT,BASKETBALL,-120.36732031545446,50.69699680313681,
Maddaugh Road Elementary School,EDUCATION,SCHOOL,-122.68514171727449,49.14178442386253,
