rank,trail_name,location,breadcrumbs,difficulty,rating,num_reviews,route_type,length,high,low,gmaps_link,description,photo
350,"
        SCT: Thunder Ridge and Toquenatch Section
    ","Powell River, BC","Vancouver Coast and Mountains,Malaspina Peninsula",Intermediate,0.0,0,Point to Point,3.9,"
    251","
    46","https://maps.google.com/?daddr=49.973259,-124.70976","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
347,"
        SCT: Rainy Day Lake Alternate
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate,0.0,0,Point to Point,8.3,"
    570","
    20","https://maps.google.com/?daddr=49.800254,-124.136958","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
363,"
        Sea to Sky Trail: Cheakamus
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,South Whistler",Intermediate,0.0,0,Point to Point,1.5,"
    601","
    566","https://maps.google.com/?daddr=50.080911,-123.045299","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
344,"
        SCT: Walt Hill Section
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate,0.0,0,Point to Point,27.6,"
    1,084","
    436","https://maps.google.com/?daddr=49.943929,-124.37044","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
343,"
        Tarn Trail
    ","Invermere, BC","BC Rockies,Invermere",Intermediate,0.0,0,Point to Point,1.2,"
    2,302","
    2,241","https://maps.google.com/?daddr=50.442748,-115.775799","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
339,"
        Heather Lake Trail
    ","Revelstoke, BC","BC Rockies,Mount Revelstoke National Park",Easy,0.0,0,Loop,0.4,"
    1,921","
    1,917","https://maps.google.com/?daddr=51.046985,-118.142267","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.pc.gc.ca/eng/pn-np/bc/revelstoke/index.aspx"">Parks Canada - Mount Revelstoke National Park</a></p>
    </div>    </div>",
337,"
        SCT: Scout Mountain Alternate
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate,0.0,0,Point to Point,0.9,"
    368","
    266","https://maps.google.com/?daddr=49.899308,-124.552932","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
340,"
        SCT: East Tin Hat and Lewis Lake Section
    ","Powell River, BC","Vancouver Coast and Mountains,Powell River",Intermediate,0.0,0,Point to Point,12.1,"
    1,148","
    414","https://maps.google.com/?daddr=49.975431,-124.388603","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
336,"
        Stoney Creek Connector
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore",Intermediate,1.0,1,Point to Point,0.6,"
    274","
    200","https://maps.google.com/?daddr=49.423206,-122.979264","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
353,"
        SCT: Land End and Gwendoline Hills Section
    ","Campbell River, BC","Vancouver Coast and Mountains,Malaspina Peninsula,Malaspina Provincial Park",Intermediate,0.0,0,Point to Point,16.6,"
    351","
    10","https://maps.google.com/?daddr=50.058407,-124.836917","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7033341_medium_1554997768.jpg
356,"
        Golden Ears Trail
    ","Maple Ridge, BC","Vancouver Coast and Mountains,Vancouver Metro,Golden Ears Provincial Park",Difficult,0.0,0,Point to Point,7.3,"
    1,693","
    284","https://maps.google.com/?daddr=49.365353,-122.456471","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7041165_medium_1555103693.jpg
334,"
        Nancy Greene Connector
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore",Easy,1.0,1,Point to Point,1.7,"
    284","
    156","https://maps.google.com/?daddr=49.358806,-123.107426","<div class=""mb-1"">
        Hike a mix of sidewalk and gravel from the Capilano creek parking lot to Grouse Mountain. This trail/sidewalk is best used as a link-up of the extensive and fantastic trail networks in Capilano Canyon and around Grouse Mountain.
    </div>",
333,"
        Mr. Toads Trail
    ","West Kelowna, BC","BC Rockies,Rose Valley Regional Park",Difficult,2.0,1,Point to Point,0.6,"
    767","
    687","https://maps.google.com/?daddr=49.896606,-119.560321","<div class=""mb-1"">
        This trail is a short descent on a narrow singletrack side slope. The steep drop connects the top of the Rose Valley trails with the trails that get down to Rose Valley Reservoir (via Cattywampus). The trail is quite steep, and has some obstacles and rocks. Overall, this thrilling trail is a great way to get down to the reservoir.
    </div>",
335,"
        Upper Ridge
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,South Whistler",Difficult,1.0,1,Point to Point,1.3,"
    869","
    747","https://maps.google.com/?daddr=50.063337,-123.045344","<div class=""mb-1"">
        This former doubletrack logging road is essentially an extension of the Cheakamus Lake Road. Although the first half is slightly uphill or flat, the section after joining the <a href=""https://www.hikingproject.com/trail/7056661/crater-rim-trail"">Crater Rim Trail</a> is downright unpleasant! This steep, skinny path is heavily eroded and difficult to navigate without turning an ankle. After a couple of unmarked junctions with minor trails, it ends in a forested area near the shore and provides access to the more pleasant <a href=""https://www.hikingproject.com/trail/7056663/loggers-lake-loop"">Logger's Lake Loop</a>.
    </div>",
332,"
        Of Mice and Men
    ","Squamish, BC","Vancouver Coast and Mountains,Squamish,Alice Lakes & Highlands",Intermediate,2.0,1,Point to Point,1.4,"
    375","
    306","https://maps.google.com/?daddr=49.77549,-123.109627","<div class=""mb-1"">
        Of Mice and Men continues from Of Mice and Men Hill for a fast and smooth trail that leads to a fine selection of choice descents.
    </div>",
330,"
        Malaspina FSR BR01
    ","Campbell River, BC","Vancouver Coast and Mountains,Malaspina Peninsula",Intermediate,2.0,1,Point to Point,3.6,"
    156","
    32","https://maps.google.com/?daddr=50.038159,-124.808871","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
348,"
        Mt. Begbie Trail
    ","Revelstoke, BC","BC Rockies,Revelstoke",Very Difficult,0.0,0,Point to Point,9.1,"
    2,705","
    668","https://maps.google.com/?daddr=50.922357,-118.211087","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7071835_medium_1597112337.jpg
349,"
        Mount Joffre Route
    ","Canmore, AB","Southwestern Alberta,Banff National Park",Very Difficult,0.0,0,Point to Point,5.9,"
    3,278","
    2,253","https://maps.google.com/?daddr=50.575966,-115.218502","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7072497_medium_1598991879.jpg
329,"
        Sullivan Connector
    ","Creston, BC",BC Rockies,Intermediate,2.0,1,Point to Point,0.5,"
    1,279","
    1,252","https://maps.google.com/?daddr=49.099527,-116.415058","<div class=""mb-1"">
        Connector trail. Just 0.5 km from/to the Pack Trail from/to Sullivan Creek trail.
    </div>",
327,"
        Centennial Trail
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lower Seymour Conservation Reserve",Intermediate,2.0,1,Point to Point,0.4,"
    121","
    92","https://maps.google.com/?daddr=49.343258,-123.018232","<div class=""mb-1"">
        This trail begins across from the Lynn Canyon Cafe. Just follow the trail past the parking lot, and along the bluff. This trail is extremely easy, and all of the bluffs are gated off, so don't worry about slipping off. Eventually, the trail will make a sharp left turn. Soon after this you'll arrive at the Twin Falls bridge. The trail ends on the other side of it.
    </div>",
342,"
        Spahats Falls Viewpoint Trail
    ","Chase, BC","Cariboo, Chilcotin Coast,Wells Gray Provincial Park",Intermediate,0.0,0,Loop,0.4,"
    740","
    724","https://maps.google.com/?daddr=51.736123,-120.011769","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://www.env.gov.bc.ca/bcparks/explore/parkpgs/wells_gry/"">BC Parks - Wells Gray Provincial Park</a></p>
    </div>    </div>",https://cdn2.apstatic.com/photos/hike/7053544_medium_1555703618.jpg
326,"
        Westside Main FSR
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler",Intermediate,2.0,1,Point to Point,4.0,"
    1,018","
    701","https://maps.google.com/?daddr=50.053804,-123.034007","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
338,"
        Trash Trail
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,South Whistler",Easy,0.0,0,Point to Point,2.2,"
    601","
    567","https://maps.google.com/?daddr=50.081216,-123.038885","<div class=""mb-1"">
        Needs Descriptio
    </div>",https://cdn2.apstatic.com/photos/hike/7060967_medium_1563582250.jpg
324,"
        Pika's Traverse Road
    ","Whistler, BC","Vancouver Coast and Mountains,Whistler,Whistler Bike Park",Intermediate,2.0,1,Point to Point,3.3,"
    2,167","
    1,838","https://maps.google.com/?daddr=50.068112,-122.945424","<div class=""mb-1"">
        Needs summary and description.
    </div>",
328,"
        Okanagan High Rim Trail: Segment 4 - Vernon Creek to James Lake FSR
    ","Vernon, BC",BC Rockies,Intermediate,2.0,1,Point to Point,10.9,"
    1,378","
    1,115","https://maps.google.com/?daddr=50.032418,-119.285894","<div class=""mb-1"">
        <ul class=""trail-sections"">
                    <li>
                <a href=""https://www.hikingproject.com/trail/7099190/okanagan-high-rim-trail"">Okanagan High Rim Trail</a>
            </li>
            </ul>
    </div>",
320,"
        Pyramid Mountain
    ","Valemount, BC","Cariboo, Chilcotin Coast,Wells Gray Provincial Park",Intermediate,3.0,1,Point to Point,4.7,"
    1,096","
    832","https://maps.google.com/?daddr=51.971855,-120.12016","<div class=""mb-1"">There is a pit toilet at the trailhead.</div>",
341,"
        Mount St. Benedict Trail - North
    ","Abbotsford, BC","Vancouver Coast and Mountains,Vancouver Metro",Difficult,0.0,0,Point to Point,3.3,"
    1,272","
    706","https://maps.google.com/?daddr=49.308943,-122.220978","<div class=""mb-1"">
        The trail leaves the forest service road before Murdo Creek and continues uphill through second-growth forest. After roughly half an hour of hiking up this trail, you'll emerge at McKay Lake. This small but beautiful lake lies at the foot of a tall cliff beneath Mount St. Benedict. The trail skirts around the lake to the left for a few paces before it hits the point where Murdo Creek drains out of the lake. Several logs have dammed the mouth of the lake, which you must hike across before continuing up the trail.<br>
<br>
Now the trail leaves the lake and quickly becomes very steep. It climbs straight up through the forest to a saddle between Mount St. Benedict and a peak to the north. From here, you get your first glimpse into the neighboring valley to the east (presumably with Cascade Creek at the bottom). The trail now leads to the right along a ridge and flattens out to a pond and very small meadow at the base of another steep cliff. The final peak of Mount St. Benedict looms overhead. The trail leads to the left of the pond, and curls around the side of the cliff, climbing to the top of Mount St. Benedict.
    </div>",https://cdn2.apstatic.com/photos/hike/7037849_medium_1555086909.jpg
317,"
        Whyte Lake Alternate Trail
    ","Bowen Island, BC","Vancouver Coast and Mountains,North Shore",Intermediate,3.0,1,Point to Point,0.6,"
    334","
    289","https://maps.google.com/?daddr=49.375519,-123.261281","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://westvancouver.ca/parks-recreation/walking-hiking"">City Of West Vancouver - Parks &amp; Recreation</a></p>
    </div>    </div>",
331,"
        Giant's Head Access Road
    ","Summerland, BC","BC Rockies,Kelowna and Penticton,Summerland",Easy,2.0,1,Point to Point,2.6,"
    785","
    552","https://maps.google.com/?daddr=49.597287,-119.675655","<div class=""mb-1"">
        To start, park on Milne Road near the post box and make your way toward the small gates that mark the start of the service road up the mountain. Follow the paved service road up to the top of this small mountain. <br>
<br>
Approximate time to the top will vary with your pace, but when we visited it was about 30 to 40 minutes. There are picnic tables near the end that make for a wonderful lunch spot. The total ascent is 275 meters and there are numerous great views along the way. Enjoy!
    </div>",https://cdn2.apstatic.com/photos/hike/7035302_medium_1555019765.jpg
316,"
        Thompson Rotary Trail
    ","Creston, BC",BC Rockies,Intermediate,3.0,1,Point to Point,1.4,"
    1,132","
    1,031","https://maps.google.com/?daddr=49.110166,-116.428353","<div class=""mb-1"">
        The Thompson Rotary Trail is a short, yet scenic trail that was developed by the Creston Rotary Club. This trail takes you through beautiful Douglas Fir – Ponderosa Pine forests onto a benched viewpoint overlooking the Creston Valley. Red-tailed hawks, Arrow-leaved balsalm root, and many other features are present that make this trail a great afternoon hike.
    </div>",
310,"
        Center Trail
    ","West Kelowna, BC","BC Rockies,Rose Valley Regional Park",Intermediate,3.0,1,Point to Point,0.9,"
    693","
    609","https://maps.google.com/?daddr=49.896693,-119.556278","<div class=""mb-1"">
        An easy trail often used when hiking around Rose Valley Lake. This is a secondary trail that can be used to access the other trails in the Rose Valley Regional Park.
    </div>",
314,"
        Long Trail
    ","Vancouver, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,3.0,1,Point to Point,0.6,"
    68","
    62","https://maps.google.com/?daddr=49.248416,-123.22842","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://vancouver.ca/parks-recreation-culture.aspx"">City of Vancouver - Parks, Recreation &amp; Culture</a></p>
    </div>    </div>",
313,"
        Mid Level Trail
    ","Bowen Island, BC","Vancouver Coast and Mountains,Bowen Island,Mount Gardner",Intermediate,3.0,1,Point to Point,2.6,"
    437","
    280","https://maps.google.com/?daddr=49.384999,-123.371621","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
315,"
        Hiker's Trail
    ","Bowen Island, BC","Vancouver Coast and Mountains,Bowen Island,Mount Gardner",Difficult,3.0,1,Point to Point,3.2,"
    491","
    125","https://maps.google.com/?daddr=49.390461,-123.364569","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
312,"
        Summit Trail
    ","Bowen Island, BC","Vancouver Coast and Mountains,Bowen Island,Mount Gardner",Difficult,3.0,1,Point to Point,2.4,"
    726","
    492","https://maps.google.com/?daddr=49.388286,-123.382886","<div class=""mb-1"">
        This trail commences from the end of the deprecated forestry roads most commonly used as the ascent route to the radio tower view point on <a href=""https://www.hikingproject.com/trail/7055510/mt-gardner"">Mt. Gardner</a>.<br>
<br>
The trail is moderately steep and rolling until just before the summit, where there are some steep sections with hand ropes to for aid. The roped sections near the summit are steep, but not exposed.
    </div>",
325,"
        Okanagan High Rim Trail: Segment 5 - James Lake FSR to Goudie FSR
    ","Kelowna, BC",BC Rockies,Intermediate,2.0,1,Point to Point,9.9,"
    1,414","
    1,286","https://maps.google.com/?daddr=49.967903,-119.274737","<div class=""mb-1"">
        <ul class=""trail-sections"">
                    <li>
                <a href=""https://www.hikingproject.com/trail/7099190/okanagan-high-rim-trail"">Okanagan High Rim Trail</a>
            </li>
            </ul>
    </div>",https://cdn2.apstatic.com/photos/hike/7076538_medium_1611628938.jpg
309,"
        AIMS Trail
    ","Vancouver, BC","Vancouver Coast and Mountains,Vancouver Metro,Pacific Spirit Regional Park",Easy,3.0,1,Unknown,0.2,"
    83","
    69","https://maps.google.com/?daddr=49.249653,-123.228115","<div class=""mb-1"">
        <div class=""trail-contacts"">
                <p><strong>Land Manager: </strong> <a data-gtm-id=""manager-external-link"" target=""_blank"" href=""http://vancouver.ca/parks-recreation-culture.aspx"">City of Vancouver - Parks, Recreation &amp; Culture</a></p>
    </div>    </div>",
304,"
        Bear Bones Trail
    ","West Kelowna, BC","BC Rockies,Rose Valley Regional Park",Intermediate,3.0,1,Point to Point,2.5,"
    761","
    592","https://maps.google.com/?daddr=49.894997,-119.565064","<div class=""mb-1"">
        Bear Bones Trail is a fun descent from the top of the Rose Valley trails to start a full lap of Rose Valley reservoir.  There are some steep and rocky sections, and a few features along the way. At the end you take a hard right down a short trail labeled Side Show Bob to get down to the service road. The last portion is pretty rough, but enjoyable.<br>
<br>
A few hundred yards up the service road connects you to the trail around the reservoir.
    </div>",
322,"
        Powerline West
    ","North Vancouver, BC","Vancouver Coast and Mountains,North Shore,Lynn Headwaters Regional Park",Easy,2.0,1,Point to Point,2.2,"
    366","
    277","https://maps.google.com/?daddr=49.357601,-123.079417","<div class=""mb-1"">
        This is a great way to avoid the extra elevation of <a href=""https://www.hikingproject.com/trail/7039808/baden-powell-trail"">Baden Powell Trail</a> that runs parallel to this trail.
    </div>",
308,"
        Hiker's Trail Road
    ","Bowen Island, BC","Vancouver Coast and Mountains,Bowen Island,Mount Gardner",Difficult,3.0,1,Point to Point,0.4,"
    123","
    73","https://maps.google.com/?daddr=49.392589,-123.36164","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",
305,"
        Backside Trail
    ","West Kelowna, BC","BC Rockies,Rose Valley Regional Park",Intermediate,3.0,1,Point to Point,1.2,"
    769","
    712","https://maps.google.com/?daddr=49.889789,-119.568154","<div class=""mb-1"">
        Once you've worked your way through the tough ascent of Rose Valley, this is a gentle respite around the backside of the peak connecting you to your downhill run. You'll get a welcome break from the tough climbs, and this trail features much gentler slopes and a little bit of rolling terrain. <br>
<br>
You can also look for the trailhead of Bear Bones to start a longer hike around the reservoir.
    </div>",
306,"
        Loop Trail
    ","Maple Ridge, BC","Vancouver Coast and Mountains,Vancouver Metro,Golden Ears Provincial Park",Difficult,3.0,1,Point to Point,0.7,"
    289","
    189","https://maps.google.com/?daddr=49.287818,-122.506759","<div class=""mb-1"">
        Moderate winding grade through particularly mossy forest.
    </div>",
318,"
        Northeast Ridge Trail
    ","Bowen Island, BC","Vancouver Coast and Mountains,Bowen Island,Mount Gardner",Difficult,3.0,1,Point to Point,0.5,"
    711","
    654","https://maps.google.com/?daddr=49.38173,-123.388806","<div id=""comment-type"" class=""mb-1"" style=""display:none;"">
                            <h3 class=""mt-half"" id=""comment-type-label"">Comment Type:</h3>
                            <div></div> 

                            <label><input type=""radio"" name=""type"" value=""LOSTFOUND""> Lost or Found Item
    <span class=""text-warm small"">self-destructs in 30 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""CONDITION""> Temporary (Condition Report, Upcoming Event, etc)
    <span class=""text-warm small"">self-destructs in 90 days</span></label> <br>
<label><input type=""radio"" name=""type"" value=""BETA""> Beta for this Trail or Personal
    Opinion</label>

<script>
    </script>

                        </div>",https://cdn2.apstatic.com/photos/hike/7051699_medium_1555693423.jpg
323,"
        Pipeline Trail
    ","West Vancouver, BC","Vancouver Coast and Mountains,North Shore",Intermediate,2.0,1,Point to Point,1.0,"
    103","
    57","https://maps.google.com/?daddr=49.348127,-123.114253","<div class=""mb-1"">
        This is the quickest route down to the Pipeline Crossing. At the yellow gate, follow the travel access road down the hill over the Pipeline Bridge.  This is a good connector to the <a href=""https://www.hikingproject.com/trail/7004899/coho-loop-trail"">Coho Loop Trail</a>.
    </div>",https://cdn2.apstatic.com/photos/hike/7004387_medium_1554244832.jpg
