attraction_name,attraction_rating,attraction_category,num_reviews,rank_in_city,photo,about,suggested_duration
Lake Country Visitor Center,,Visitor Centres,,#22 of 25 things to do in Lake Country,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/6a/9f/6a/beautiful-carrs-landing.jpg),"We are conveniently located just off Hwy 97 on Main Street in Lake Country, inside the Lake Country Chamber of Commerce building. We offer visitors an array of business information such as maps, business brochures, community information, directions, and visitor guides. There is ample parking out front, and free Wi-Fi available.",
Inner Roar Yoga & Wellness,,Yoga & Pilates,,#1 of 1 Spas & Wellness in Cranbrook,,,1-2 hours
Coombs Wooden Shoe Dutch Import Store Ltd.,,Speciality & Gift Shops,,#9 of 10 Shopping in Coombs,,,
Blackberry Gift Shop,,Speciality & Gift Shops,,#9 of 9 Shopping in Port Moody,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/17/82/0a/84/utilitarian-pottery-woven.jpg),,
"EUROPE SHUTTLE Vancouver, Canada",,Taxis & Shuttles,,#69 of 93 Transportation in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/dd/06/48/caption.jpg),"EUROPE SHUTTLE offers features to fit in with every need and every budget. If you are travelling for Business or pleasure, EUROPE SHUTTLE can provide you with the transportation you need. Comfortable & secure door to door service, you select where you wish to be collected from and your destination. We have a wide range of vehicles from basic to luxury cars, from Sedans to Buses up to 55 passengers",
Clearwater United Church,,Churches & Cathedrals,,#15 of 16 things to do in Clearwater,,,
,,,,,,,
Bamboozled Escape Games,,Escape Games,,#9 of 9 Fun & Games in Burnaby,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/c5/7b/b5/rainforest-ruins-fountain.jpg),Bamboozled Escape Games is a brand new locally owned family business. We offer fully immersive escape room adventures with compelling story telling and mission based game play. Our first theme “Rainforest Ruins” is now open. Covid Safe! Play with your house hold or your bubble. Fun for the whole family. Student Discount available Monday - Thursday. Play on your birthday!,
Spank Clothing,,Speciality & Gift Shops,,#82 of 106 Shopping in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/d5/ca/a8/outfit-inspiration-from.jpg),,
,,,,,,,
,,,,,,,
Creston Mini Golf,,Miniature Golf,,#4 of 5 Fun & Games in Creston,,18 Hole Mini Golf,
Golf Mexico Tee Times,,Taxis & Shuttles • Equipment Hire • Golf Courses,,#86 of 93 Transportation in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/21/79/d0/caption.jpg),"Golf Mexico Tee Times is located in Vancouver. We are open everyday from 6:00 am - 6:00 pm HST. No other online golf company provides the necessary help and knowledge that all our staff pride themselves on. We are more than a golf booking agent, we know where the good restaurants are, the tours that visitors should go on, where to stay and above all, to have a great holiday in Mexico.",
Country Camping Leisure Products,,Equipment Hire,,#15 of 17 Outdoor Activities in Salmon Arm,,"Country Camping Leisure Products is an RV dealership serving the Salmon Arm area. We know the kind of freedom and adventure you are looking for, so we are proud to carry a large selection of new and pre-owned destination trailers, fifth wheels, toy haulers and travel trailers.",
,,,,,,,
,,,,,,,
Universal Footwear,,Speciality & Gift Shops,,#6 of 8 Shopping in Revelstoke,,,
Romper Room Indoor Rock Climbing Centre,,Sports Camps & Clinics • Equipment Hire,,#2 of 2 Classes & Workshops in Nanaimo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/db/44/e6/caption.jpg),"Since 1996 the Romper Room has been Vancouver Island's Indoor Rock Climbing destination! We are dedicated to providing a safe and fun climbing experience for everyone. Owner Jonathan carefully creates world class routes whether you want to climb on rope or boulder, and the gym also offers auto-belays (for those new to climbing) as well as two moon boards and a training area. Perfect for families!",
Story Institute Acting School,,Paint & Pottery Studios,,#27 of 33 Classes & Workshops in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/4d/cd/94/caption.jpg),"Our film acting instructors are all successful, working actors, directors, producers, and writers—veterans of the film industry—who give each student undivided attention in every class and teach the discipline necessary for becoming a professional in film and television.",
New Shine Health Centre,,Spas,,#12 of 21 Spas & Wellness in Surrey,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/14/81/96/0f/new-shine-health-centre.jpg),"Registered Massage Therapy Direct Billing & Online Booking Available Live Pain Free General Relaxation, Deep Tissue, Sports Massage, Rehabilitation.",< 1 hour
Sunshine Valley Tashme Museum,,History Museums,,#23 of 23 things to do in Hope,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/53/a7/b3/tashme.jpg),,
,,,,,,,
Work Of Art Pottery Studio,,Paint & Pottery Studios,,#7 of 13 Classes & Workshops in Kelowna,,"Paint your own bisque pottery! Choose your piece, choose your paint, and let us bring your creation to life in our Kiln! Pieces typically start at $15. We recommend you allow 2-3 hours to make your creation. Ready for Pick up or ship in typically <72hrs. Clean, safe, relaxed and spacious with Kids Entertainment area for restless Little Ones who finish early!",
Entiako Provincial Park,,Parks,,#1 of 1 things to do in Tetachuck Lake,,,
Singing Heart Studios,,Art Galleries,,#12 of 14 things to do in Port Hardy,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/66/e7/4c/singing-heart-studios.jpg),"Art studio, gallery and store.",
Westshore Motorcross,,Equipment Hire,,#110 of 118 Outdoor Activities in Victoria,,,
Fashionbird Activewear,,Speciality & Gift Shops,,#26 of 36 Shopping in Kelowna,,,
​​Coombs Wooden Shoe Dutch Import Store,,Speciality & Gift Shops,,#8 of 10 Shopping in Coombs,,,
Bedard Aspen Provincial Park,,Nature & Wildlife Areas,,#9 of 13 things to do in Ashcroft,,,
,,,,,,,
Interior Provincial Exhibition,,Cultural Events,,#15 of 16 things to do in Armstrong,,,
,,,,,,,
Bowen Island Marina & The Pier,,Marinas,,#6 of 10 things to do in Bowen Island,,,
,,,,,,,
Matheson & Grove Fine Art Gallery,,Paint & Pottery Studios,,#3 of 3 Classes & Workshops in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/5f/70/66/caption.jpg),"Art Gallery and Arts Nexus We are Matheson & Grove Fine Art , a World Class Art Gallery. ​Private Studios, Artist Wall Rentals, Special Events, Music Rehearsal and Performance Venue. ​We are excited to offer an all in one ""Art Experience"". Come in and browse our selection of paintings, cast bronze, stone sculpture, photography, antiques and unique furniture. We showcase the creations of established Canadian and Okanagan artist.",
,,,,,,,
,,,,,,,
Alkali Enterprices,,Speciality & Gift Shops,,#1 of 1 Shopping in Alkali Lake,,,< 1 hour
,,,,,,,
Mountain Shadows Trail,,Hiking Trails,,#10 of 14 things to do in Sparwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/1a/ca/d1/b1/getlstd-property-photo.jpg),"Mountain Shadows trail is a 3.8 km single track loop bordering the Sparwood Golf Course. Beautiful mountain views for running, walking, or biking. You can access this trail through Mountain Shadows Campground.",1-2 hours
Subramaniya Swamy Temple,,Religious Sites,,#73 of 97 things to do in Richmond,,,
Sparwood Parks,,Visitor Centres,,#8 of 14 things to do in Sparwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/e0/3a/fc/many-of-our-parks-feature.jpg),"Sparwood has many green and fun parks for you to enjoy with hiking trails, playgrounds, and picnic areas! Visit the Visitor Information Centre (141 A. Aspen Drive) or the Leisure Center (367 Pine Ave.) for full maps and descriptions of: 367 Pine Avenue – Arena, ball diamond, Spray Park, Skate Park, Playground 369 Red Cedar Crescent - Lions Ball diamond, Lions Park, playground 404 Lions Park Place – Minor Ball Diamonds, Dog Park 1351 Ponderosa Drive – Multi-purpose, ball diamond 430 Engelmann Spruce Crescent – play ground 440 Engelmann Spruce Crescent –basket ball court",1-2 hours
Yoga PG,,Sports Camps & Clinics,,#44 of 50 things to do in Prince George,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/cd/8a/07/caption.jpg),"We are a locally owned yoga studio located in the Spruceland area of Prince George. We offer yoga, meditation and fitness classes, Thai massage, reflexology, shiatsu massage, gong baths, iRest, myofascial release and movement, workshops and more!",
"Cross-Country Skiing, Snowshoeing, & Fat-biking trails",,Ski & Snowboard Areas,,#7 of 14 things to do in Sparwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1a/d3/fa/12/beautiful-groomed-trails.jpg),"Sparwood features a network trail system of scenic trails for snowshoeing, cross country skiing, and fat biking. The Sparwood Trails Alliance team regularly maintains these trails so they are in great shape for public use. Stop by the Visitor Info Centre for your local trail guide (141 A. Aspen Drive). In addition, the Sunset Ridge Ski Society maintains over 10km of cross-country ski trails in Sparwood. Although the trails tend to favour the intermediate to advanced skier, there has been some recent trail development that serve beginner skiers. Driving N. on Highway 43, turn left onto Sparwood Heights Drive. Follow Sparwood Heights Drive through the small intersection the trails will then be on your right.",2-3 hours
Chain Reaction Winery,,Wineries & Vineyards,,#76 of 82 things to do in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1d/a7/23/2e/view-from-chain-reaction.jpg),,
,,,,,,,
Ella Beach,,Beaches,,#19 of 20 things to do in Sooke,,"A spectacular rocky beach with many large Douglas firs and Sitka spruces dotting the shoreline. This beach is a favourite among locals, and is very little known among tourists.",1-2 hours
Pidherny Trail,,Biking Trails,,#46 of 50 things to do in Prince George,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/14/1d/18/81/kitchen-sink-trail.jpg),,
Taxi2Airport Vancouver,,Taxis & Shuttles,,#64 of 93 Transportation in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/63/cd/b6/caption.jpg),"Taxi2Airport.com is an online reservation and booking system for airport transfers all around the globe. We are committed to providing safe and reliable transfers over all areas to and from all airports, cruise ports, and main train stations. Our service operates across 150+ countries and 1500+ airports with an excellent customer satisfaction rating of 4.5 out of 5 based on 35k+ reviews.",
Taxi2Airport Victoria,,Taxis & Shuttles,,#28 of 31 Transportation in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/63/cc/d8/caption.jpg),"Taxi2Airport.com is an online reservation and booking system for airport transfers all around the globe. We are committed to providing safe and reliable transfers over all areas to and from all airports, cruise ports, and main train stations. Our service operates across 150+ countries and 1500+ airports with an excellent customer satisfaction rating of 4.5 out of 5 based on 35k+ reviews.",
,,,,,,,
Gym Of Rock,,Game & Entertainment Centres,,#8 of 14 Fun & Games in Salmon Arm,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/b4/53/bb/just-climb.jpg),,
Salmon Arm Elk's Hall & Park,,Points of Interest & Landmarks,,#35 of 46 things to do in Salmon Arm,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/cb/4b/8d/salmon-arm-elk-s-hall.jpg),,
The Real Rapunzel,,Speciality & Gift Shops,,#4 of 5 Shopping in Bowen Island,,,
,,,,,,,
,,,,,,,
The Chase Gallery,,Art Galleries,,#52 of 53 things to do in Oliver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/16/80/74/01/views-of-fine-art-by.jpg),,1-2 hours
Maxxed Out Family Fun,,Playgrounds • Game & Entertainment Centres,,#2 of 2 Fun & Games in Terrace,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1c/86/f7/3a/wwwmaxxedoutcrosstrainingnet.jpg),,
,,,,,,,
Fulton River Spawning Channels,,Points of Interest & Landmarks,,#4 of 7 things to do in Granisle,,,
Shannon Ford Fine Artist,,Art Galleries,,#7 of 7 things to do in Denman Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/16/f6/51/4f/blue-horse-painted-by.jpg),Contemporary Canadian Artist Shannon Ford shares her paintings of Ocean inspired artwork in her Seaside Art Studio located near the Hornby Ferry on her 60 acre Mangalarga Marchador horse farm. U shaped driveway and ample parking.,< 1 hour
Daily Stash Cannabis,,Cooking Classes,,#1 of 1 Food & Drink in Williams Lake,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1b/37/f9/d6/caption.jpg),"We are your local family owned and operated non medical, Premium Retail Cannabis store. You can expect to receive exceptional service from all of our well trained staff.",
,,,,,,,
Nigel Harrison Magic,,Theatre & Performances,,#1 of 1 Theatre & Concerts in Harrison Hot Springs,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/b7/13/10/illusionist-nigel-harrison.jpg),"Harrison Hot Springs' hottest attraction. See the award-winning magic of Illusionist Nigel Harrison, live on stage, at the Harrison Lake Hotel. Performances weekly.",< 1 hour
,,,,,,,
Try find your better than us ! SmartRyde Vancouver,,Taxis & Shuttles,,#58 of 93 Transportation in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1d/09/da/fd/caption.jpg),"Enjoy traveling to your destination in a comfortable car !

We are SmartRyde of airport transfer service provider in Japan, and cover more than 150 countries and 700 cities.

Not only airport transfer but also charter service and sightseeing taxi.

Please free to contact us if you have any questions.(24/7)

https://cs-chat-global.com/

Have a nice trip !

Arigatougozaimasu

SmartRyde Team",
,,,,,,,
,,,,,,,
Skateboard Park,,Parks,,#5 of 14 things to do in Sparwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/ca/c1/b7/getlstd-property-photo.jpg),A modern concrete skateboard park for riders and skaters of all ages and abilities. Park in the Leisure Centre parking lot for easy access!,1-2 hours
Elissa Cristall Galleries Ltd.,,Art Galleries,,#373 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/58/b4/1a/installation-photo-from.jpg),"A contemporary art gallery shining a spotlight on new and emerging artists. We offer art consulting services, delivery and installation of artwork locally and we ship worldwide.",< 1 hour
,,,,,,,
Olive the Best,,Speciality & Gift Shops,,#8 of 9 Shopping in Port Moody,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/18/f9/7e/6f/getlstd-property-photo.jpg),An extraordinary tasting experience of over 70 flavours of fresh Ultra Premium extra virgin olive oils & barrel aged balsamic vinegars that are exquisite on their own or paired to create delicious flavour combinations. Drop in for complimentary tastings or book a private event at the rustic table with the backdrop set in the olive groves and vineyards of Italy!,< 1 hour
Penticton Gifts & Antiques,,Speciality & Gift Shops • Antique Shops,,#20 of 24 Shopping in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/19/20/22/15/getlstd-property-photo.jpg),"A fun Place to browse around. Try our vintage fortune teller and other arcade games. We also carry a unique collection of affordable furniture and gift items, including; jewelry, signs, cast iron, posters, neon clocks, stand ups , die cast collectables and much more.",< 1 hour
,,,,,,,
"Pair-A-Dice Games, Collectables and Hobbies",,Game & Entertainment Centres,,#8 of 9 Fun & Games in Campbell River,,,
Multidimensional Health,,Yoga & Pilates,,#8 of 10 Spas & Wellness in Nanaimo,,"Your body has its own innate ability to heal. Sometimes it just needs a little help. At Multidimensional Health we offer integrative and practical solutions to restore your body’s ability to find balance and maintain optimum health. Our practitioners combine manual therapy and group or private personal development workshops to support and empower our clients. Our intent is to enable you to live with more mobility, less discomfort and help you achieve a greater feeling of well-being. We believe optimum health is rooted in the mind-body connection. The human body is so intelligently designed and interconnected, what may seem like the smallest shift can have a profound effect. By drawing from our experience and training in Massage Therapy, Osteopathy, Psychosomatics and Yoga we provide a range of treatments that promote wellness from within. This approach allows us to provide exceptional care to help our clients recover and enhance their wellbeing.",
,,,,,,,
Mat Holmstrom Studio & Showroom,,Art Galleries,,#372 of 402 things to do in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/9a/b6/e3/getlstd-property-photo.jpg),"Come experience the creative world of Vancouver artist Mat Holmstrom. From paintings to ceramics and sculpture, there is something for everyone to enjoy! Holmstrom's work explores both contemporary and classic aesthetics, while examining notions of beauty, space and growth. Tours of the studio/gallery in East Vancouver are free. Please call or email to schedule a viewing appointment.",< 1 hour
Rauhala,,Farms,,#7 of 7 things to do in Sointula,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/1a/98/72/5e/getlstd-property-photo.jpg),"Rauhala Heritage Farm is a privately owned historic site on Malcolm Island. Rauhala, meaning 'Place of Peace."" is an original Finnish homestead from the early settlers. The site is a living museum, frozen in time. Left untouched for half a century, hidden away behind walls of forest, ocean and a rocky bluff. We offer historic Eco tours, a private campsite and Event Venue.",2-3 hours
Reliable Bus,,Taxis & Shuttles,,#73 of 93 Transportation in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/75/56/07/caption.jpg),"We are a local transportation company that strives to provide a variety of dependable service options. From private transfers to regularly scheduled shuttles, we do it all.",
,,,,,,,
Parwood Disc Golf Course,,Game & Entertainment Centres,,#2 of 3 Fun & Games in Sparwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/d3/fc/59/parwood-is-an-18-hole.jpg),"Parwood is an 18 hole disc golf course located in Sparwood, BC. The course is rugged and is built on the side of a mountain. The course is made up of 18 Innova baskets with yellow metal bands. The course is located at the end of the old ski hill road (Sparwood Heights Drive), behind Sycamore Rd. Visit the Leisure Centre (367 Pine Ave) to get maps, discs, brochures and instructions.",1-2 hours
Vrkade,,Game & Entertainment Centres,,#18 of 18 Fun & Games in Nanaimo,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/98/4f/38/getlstd-property-photo.jpg),"We procure only the best Virtual Reality has to offer, ranging from education to friendly shooters to family mini-games. You know when you step into VRKADE - you get the best.",1-2 hours
Sparwood Leisure Centre,,Sports Complexes,,#13 of 14 things to do in Sparwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/be/7a/c4/visit-the-sparwood-leisure.jpg),"The Leisure Centre building is located at the corner of Pine Avenue and Red Cedar Drive. It houses an arena, curling rink, fitness room, an all-season indoor pool (handicapped accessible), whirlpool, sauna, two racquetball – wallyball and squash courts, and a community hall. There is ample parking available for all indoor and outdoor users.",2-3 hours
,,,,,,,
,,,,,,,
Arrowsmith Gallery,,Art Galleries,,#1 of 2 things to do in Boswell,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/b0/63/c4/watercolour-of-hummingbird.jpg),The gallery features original watercolours depicting scenes around the Kootenays with landscapes and wildlife of the area. Colourful acrylic abstracts complement the watercolours to give a sense of pleasure to you're eyes. The artist enjoys answering your questions about the art and area.,
Sparwood Fenced Off Leash Dog Park,,Parks,,#11 of 14 things to do in Sparwood,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1a/c1/1e/82/getlstd-property-photo.jpg),"The fully fenced, three-acre park features approximately 750 meters of forested trails and open grassy spaces with plenty of room for dogs and their owners to safely enjoy some off-leash exercise time.",1-2 hours
Art In The Barn Gallery Inc.,,Art Galleries,,#137 of 146 things to do in Victoria,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/19/4e/77/b2/getlstd-property-photo.jpg),"The Barn building on our property was left empty at the end of our horses’ lives. Not wanting to have the building empty we eventually decided to expand our home-based art and photography business which had been housed for years in our much smaller studio into this great new space. After months of renovations ART IN THE BARN GALLERY was born. We went on, to further renovate space to house Gabriel’s full service, in house Photography Studio. We both have a long history of working in Victoria as well as years of experience in our professions and work spanning Canada and other countries. It is really fabulous to have such a wonderful place to showcase our work. While we predominantly display our own art and photography, we also occasionally host other talented people with locally made art work for display and sale which includes pottery, jewelry, sculpture, fiber art, metal work and stone work. A must see. Open Thursday to Sunday 10am - 4pm.",1-2 hours
Kitlope Heritage Conservancy,,State Parks • Bodies of Water • Nature & Wildlife Areas,,#12 of 14 things to do in Kitimat,,,
,,,,,,,
Babine Lake Marine Provincial Park - Pendleton Bay Site,,State Parks • Bodies of Water • Nature & Wildlife Areas,,#10 of 11 things to do in Burns Lake,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/10/dc/e0/a8/babine-lake.jpg),,
,,,,,,,
,,,,,,,
Silver Spring Medical Spa,2.5,Spas,3,#99 of 229 Spas & Wellness in Vancouver,,,
GenteBella Salon and Spa,2.5,Spas,6,#5 of 7 Spas & Wellness in Chilliwack,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0a/ad/1a/56/premier-spa-on-the-west.jpg),,
Ebus,2.5,Bus Services,10,#42 of 93 Transportation in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/3c/0e/e8/hacia-abbotsfford-vista.jpg),,
The Point,3.0,Bars & Clubs,2,#63 of 96 Nightlife in Vancouver,,,
Epsom Provincial Park,3.0,Parks,1,#10 of 12 things to do in Logan Lake,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1c/84/d7/4e/epsom-provincial-park.jpg),,
,,,,,,,
Republic Vancouver,3.0,Bars & Clubs • Dance Clubs & Discos,14,#69 of 96 Nightlife in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0e/df/60/1d/chandeliers-interior.jpg),"Located in the heart of Vancouver's Entertainment district on Granville Street, Republic is a gritty and eclectic two-level nightlife local with a progressive twist on the late night scene. Wildly moody and spirited atmosphere, custom lighting, and world class audio from local and international DJs are the standard seven nights a week. The two-floor nightlife venue also boasts a separate, enclosed bar named The Annex which overlooks the hustle of Granville Street in electric style. Combined with unparalleled service and VIP treatment, Republic is Vancouver's premier nightlife destination.",More than 3 hours
Harmonia Experience Spa,3.0,Spas,2,#9 of 28 Spas & Wellness in Burnaby,background-image:url(https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/94/a4/43/harmonia-experience-spa.jpg),,
All-In Skier Services,5.0,Equipment Hire,4,#16 of 20 Outdoor Activities in Fernie,,All in Skier Services has the best ski gear at the best prices on the ski hill in Fernie. We specialize in custom boot building and boot fitting.,
Squamish Native Art Store,4.5,Speciality & Gift Shops,3,#6 of 8 Shopping in Squamish,,,
Village 8 Cinema,3.0,Cinemas,34,#14 of 19 Fun & Games in Whistler,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0c/6a/84/fd/automated-ticket-kiosk.jpg),,2-3 hours
,,,,,,,
EagleRider Motorcycle Rentals and Tours Vancouver,4.5,Equipment Hire,8,#155 of 220 Outdoor Activities in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/17/fc/ad/b8/ready-for-the-ultimate.jpg),"EagleRider pioneered the motorcycle rental and tour business in 1992. Since then, the brand has become synonymous with motorcycle adventure worldwide. The company offers multi-brand rentals, guided and self-guided tours, apparel and service as it continues to expand its reach globally.",< 1 hour
Charmaine's Past and Present Home Collections,4.0,Speciality & Gift Shops • Antique Shops,1,#73 of 106 Shopping in Victoria,,,
Antique Addict,4.0,Speciality & Gift Shops • Antique Shops,1,#12 of 14 Shopping in Ladysmith,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/10/82/fc/97/antique-addict-specializes.jpg),"Antique Addict is a cozy boutique specializing in restored affordable furniture, new home decor and curated collectables. We also carry Cottage Paint and Kramer’s Best Antique Improver for do-it-yourself projects. Find us in historic downtown Ladysmith BC on beautiful Vancouver Island!",< 1 hour
Village Green Centre,3.5,Speciality & Gift Shops • Department Stores • Shopping Malls,3,#13 of 17 Shopping in Vernon,,,1-2 hours
Mars Magic Touch Day Spa,5.0,Spas,1,#2 of 2 Spas & Wellness in Grand Forks,background-image:url(https://media-cdn.tripadvisor.com/media/photo-s/02/75/ae/ae/getlstd-property-photo.jpg),"Located 10 minutes west of Christina Lake in a beautiful rural setting, Mars Magic Touch Day Spa offers various body treatments in both indoor and outdoor settings. Take time to stroll the gardens or walk the cedar maze before or after your treatment.Marlene Thomas enjoys pampering people and has created a wonderful place to relax and enjoy. Overnight accommodation available.",
,,,,,,,
,,,,,,,
Andrena's Book Company,4.0,Speciality & Gift Shops,1,#9 of 15 Shopping in Kamloops,,,
Aerocar Service,4.0,Taxis & Shuttles,1,#6 of 8 Transportation in Richmond,,,
Ammolite & Jade,4.0,Speciality & Gift Shops,1,#33 of 75 Shopping in Richmond,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/12/71/e5/46/getlstd-property-photo.jpg),"Ammolite & Jade specializes in ammolite and jade jewelry, carvings, and collectables. A wide range from fine jewelry, mid-sized jade carvings, to larger interior jade decor are waiting to be discovered at Ammolite & Jade. With professional knowledge and unparalleled service, Ammolite & Jade is your one stop resource for the best in local gifts, collectables and home decor.",< 1 hour
Inkary,5.0,Speciality & Gift Shops,1,#133 of 187 Shopping in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/c3/09/0e/please-visit-us-we-have.jpg),,< 1 hour
Sunshine Woods Golf Centre,3.5,Golf Courses,7,#7 of 8 Outdoor Activities in Delta,,,
,,,,,,,
Vancouver Soaring Association,5.0,Other Outdoor Activities,1,#8 of 8 Outdoor Activities in Hope,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/04/5e/4b/9a/hope-air-port-glider.jpg),"Vancouver Soaring Association is a group of gliding enthusiasts. New members and visitors are always welcome. Schedule a flight by sending an email, or phone us, or just drop by.",2-3 hours
At Home,4.0,Speciality & Gift Shops,1,#7 of 10 Shopping in West Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0f/6e/de/c5/store-front-featuring.jpg),"Nestled in the heart of Ambleside Beach, At Home is a unique specialty interior & gift store. Family owned and operated & part of this community since 1989, just steps from our beautiful seawall and neighbour to many other independent local businesses. With a focus on quality products with timeless design, we seek products worldwide and always supporting products found in our own backyard.",
Pure Elements Spa,4.0,Spas,1,#2 of 2 Spas & Wellness in Sooke,,,1-2 hours
Cowichan Golf Club,4.0,Golf Courses,1,#5 of 8 Outdoor Activities in Duncan,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/97/13/ee/lovely-sunny-day.jpg),,2-3 hours
Seven32 Nail & Spa,4.0,Spas,1,#83 of 229 Spas & Wellness in Vancouver,,,
,,,,,,,
Rossland Fine Wine & Spirits,4.0,Speciality & Gift Shops,1,#7 of 15 Shopping in Rossland,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0b/87/cc/ef/tourism-rossland.jpg),,
,,,,,,,
Paperworks Gift Gallery,4.0,Speciality & Gift Shops,1,#7 of 11 Shopping in Powell River,,,< 1 hour
Butterfly Pottery Studio,4.0,Speciality & Gift Shops,1,#26 of 32 Shopping in Salt Spring Island,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/1b/6a/a9/4a/porcelain-goblet-my-newest.jpg),,< 1 hour
Terri's Beautique,4.0,Spas,1,#82 of 229 Spas & Wellness in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/13/cb/2c/b4/photo0jpg.jpg),,
Bar None,3.5,Bars & Clubs,13,#55 of 96 Nightlife in Vancouver,background-image:url(https://media-cdn.tripadvisor.com/media/photo-o/0a/0d/39/88/bar-none-vip-booths.jpg),"The epicentre of nightlife in Yaletown, Bar None’s reputation as Vancouver’s only true New York style nightclub is well deserved. For 19 years this hotspot has maintained its Soho attitude and feel, from the warm, classic brick and wood interior to the impressive line-up of international and local DJs and live talent. Surrounded by the city’s best restaurants and hotels, Bar None is the official after spot for the hip dinner crowd, and a favourite among Vancouver’s downtown-living elite. Enjoy craft cocktails, flawless table service and fresh tracks at this historic Yaletown club. Donnelly Group - The Donnelly Group values guest experience above all. With an emphasis on locally sourced, quality products, impressive entertainment and interesting interior design, the Donnelly Group owns and operates public houses, cocktail taverns and nightclubs of note in Vancouver BC.",More than 3 hours
Claraty Massage Therapy,5.0,Spas,1,#1 of 2 Spas & Wellness in Summerland,,,
Suki's Salon & Spa,4.0,Spas,1,#81 of 229 Spas & Wellness in Vancouver,,,
Float Body and Mind Wellness,4.0,Spas,1,#10 of 17 Spas & Wellness in Penticton,background-image:url(https://media-cdn.tripadvisor.com/media/photo-w/0d/32/ff/4a/float-pad.jpg),"Welcome to Float Body and Mind Wellness, first float centre in Penticton. We’re excited to see our customers benefit body and mind through the use of our two float therapy devices containing eight hundred pounds of Epsom salt (Magnesium Sulfate) dissolved in skin temperature water – very similar to the natural properties of the Dead Sea.",1-2 hours
Tracker Adventures,5.0,Equipment Hire,1,#13 of 14 Outdoor Activities in Pemberton,,,
